25478912,CO,COM,Demo Class Booked for 2015-09-05 10:00,TJB
28011598,IP,CO,,UMA
15911775,IP,CO,,TJD
27996552,IP,CO,,GZL
27962490,IP,CO,,GZO
27938194,IP,CO,,CQA
28014130,IP,CO,2周岁,JHA
27226272,IP,CO,,CEC
28005912,IP,CO,,SZJ
28005452,IP,CO,,DCNBJS25
26916896,IP,CVC,通知过正式上课了,SXB
15937827,CO,COM,未接,CEB
26677478,IP,CO,,TJB
25478912,CO,COM,妈妈过去了 是个短头发的女老师接待的 晚了就不让进了 妈妈一生气就没有登记走了 不想等了 但是妈妈还是愿意再来 住水上公园 妈妈觉得还是蛮近的 约了这周六的试听
,TJB
